id,text,label
2111,whosunilgrov salman super hit bharat box offic hafte house full theater eid mubarak,2
2112,crimin ka fan shera ga fata chuka road car jail shera ne,0
2113,bjpsoldindia youtub evm bjp bale kistara gorbori kia samajh ata naya tarike kia app,1
2114,rishav sharma mere single laundo,1
2115,rt shuanim hiii ur easili one cutest moot love ur content huhu swear im gonna finish read ur au,2
2116,ipsnaithani dgpup lkopolic cmofficeup ani aninewsup uppolic congratul sir proud you sir,1
2117,sirpareshrawal veryy happy birthday sirr film banaate aurr hame hasaate gudguda,2
2118,ft namra my friend record i badli drunk th birthday put instagram stori,1
2119,now sahana bahu support jaro baat kudana unk,1
2120,newsup ab news bachi darm naam afwah failao gurugram tarha,0
2121,askanshul idhar bologe hindu man muslim man your hypocrit,0
2122,today wish my state student thier result th th board you futur of countri our state jai hind jai badri vishal,2
2123,sanjaynirupam dev fadnavi azaadi azaadi ticket deta hindustan bada gandhi freedom speech,0
2124,sir bjd desh drohi haregi navin ji h suna faltu bakwas,0
2125,rheaa harane acha din chahiye anyon beat anyon england even good day run,1
2126,day till i baby love gabriellerul,1
2127,happy birthday memori granda i miss love much think alway give littl angel georg,2
2128,bbhuttozardari din dhrani khttak nay ta zulam pir bardasht sako ab bard,0
2129,kvicindia minmsm chairmankv girirajsinghbjp texminindia smritiirani party maal leke bech sale,0
2130,us dil kaari ishq guzri naam ny muhabbat saza hae jab sy juny mujhy dew,2
2131,sherryontopp chutiya nakali asardar pagadi nikal sirf dadhi kuran ayate padhana chalu karde,0
2132,rajabrar inc rahulgandhi well raja war far better immatur navjot siddu raja ji need littl,0
2133,izharulhassan is jahil kalay bandar shoaibmph ko inzimam pait hathi jisam dikhtha bat,0
2134,ajeeb halat gyi jane bukh khana khane mere pas samose phle k,1
2135,pedalsingh hi wolv satnam cant wait new shirt day ani new love manni,2
2136,rssurjewala nahi chutiye tere chutiye haalat maza lete darshata tweet,0
2137,rt cskian the queen know india diamond better kohinoor its kohlinoor,2
2138,bharat mata jay,2
2139,sunidhifanever tune salman nam ni bhaijan khuda lye jaan skta l,0
2140,sai pallavi give love west bengal fan asksaipallavi,1
2141,zeenewshindi ye year ese ese log desh mahol kharab or kuchh enko linch war,1
2142,manobiilii fashionista mirrorcrack sjnaa bad muhammad bkhsha mrna jeena,1
2143,rt iamsrk prk flop outdat actor srk film mili agar kaam society aa jhaadu laga man,0
2144,imakbarowaisi asadowaisi mubarak bhaijaaan wish jammu jndk allah bless u,2
2145,ravitiw itn busi time mae aapka reply yaaah dikhata aapke liy pahle mae work,2
2146,narayandave jaatiwaad ko badhane kaam bjp kiya obc ko hazar jaati todna cahte sarkari sanstha bana,1
2147,irctcoffici pnr book wait tatkal chart prepar ticket confirm get refund,1
2148,lipztickspoil methi chai naeemchattha nzr tez kro aa jaye da mzr,1
2149,rt arjunk sir achi lagi sone suhaga means lot sir genuin ur call morn made day,2
2150,narendramodi i lucki modiji prime minist god bless yogeshwar bhagvan sadaiv,2
2151,prakashraaj in kashmir beauti countri wonder famili shoot vacat hectic summer bliss h,2
2152,theskindoctor atheist krishna dr saab nhin kariye daaru lever lite khara b,1
2153,wailano dakurani aurat roop jo sirf jhoot machine bacha b month main dey sacti haha,0
2154,rt javeria shah oh fvrt serial sunochanda thanku humchennal give kamalsuperduper akheer funni seria,1
2155,tejyadav bhai tu saccha aadmi aur tu banega din best politician mai chita aadmi main,2
2156,yaadein mithai dibbe khula sirf tukda kha paoge yearsofyjhd,2
2157,ktrtr ktroffic dear u big heart allah hameshaa khush,2
2158,madhutr akm aksingh are didi trah baten tree chadh jaunga,1
2159,baaki ad ki ptvsprt paas zyaada sponso,1
2160,incbidar aurad taluka congress parti fund keun congress parti,1
2161,rt kailashnathnath dear sangeeta binakapur this good feel get love peopl r donot despis,1
2162,narendramodi ji dasraghubar ji rajsinhabjp ji modi ji aane umid jagi priwet job ho,1
2163,rockybolbia tweetsmak brumbyoz comradenambu meghakundu apna famili stori twitter chutiye btw te,0
2164,majorpoonia kanhaiyakumar shehla rashid jigneshmevani rahulgandhi mayawati abhi kutte logo muhu band,0
2165,theorignalmalik ashraffem bjp congress sp bsp kbhi musalmaan aage laane baat krenge,0
2166,rt fayezz md k follow hogaye abhee koyee akhalmand insan hame badhayee nahee hum bhee bjp revers direct,1
2167,rt monika iamlakshmirai vinoovenketesh hindu leader r vulner fake case protect innocent hindus same,0
2168,bprerna librandu sirf hindu dharm baare kutte bhoukkar kyoki inko isl,0
2169,fake fake taraf niche fake fake ip offic motiv speaker social med,0
2170,guid musalman hindu bhaiyon jaan bachane nek kam kiya bhakt kya kahenge,1
2171,majid agha bbhuttozardari imrankhanpti no coward nehro remain abu bachao baby,1
2172,imrahulramesh fnoble tkksureshkumar davidfrawleyv ha ha chootiya that,0
2173,rt immiyousufzai hussain nsharif choor bachey kha gaey mulk suwar shakal baap jail baitha ker maz,0
2174,xyzmariaa samne padi cheej samajh arsal kept sayng k khaab karoonga,1
2175,rajput india drrahul rss zainabsikander hyperhindu by way gazawa e hind can someon explain we,1
2176,actormadhavan happy birthday maddy bhaiya aaj rahna dil hmesa mobil storag rahti h hme,2
2177,anubhav sachdev thenymphotweet relatixn try mile mar jaake ready jaun,1
2178,beantsinghinsa ritika insan sayad khin mujhse,1
2179,rt peterdavies philbo kath field but fat boy bolton certifi froth remain chang oh you meant,0
2180,sardana ji avi live aajtak studio baith v twitter baja awesom,2
2181,randi bachi tumharey baap maal jahaz bhar eid kanjer nawaz ghadar jate lanat,0
2182,sardanarohit lagta trp tension hogaye godi media ko,0
2183,maryamnsharif maa beach sadak chor aai marne bc kurci haramiyo,1
2184,rt harmaiiin me give mom month notic i go specif date time m,2
2185,rt sonalitomar priyankajit shaheedo parivar en logo hisab bebkuf bacho desh saheed,2
2186,deceiver me inko follow back abb nzr ni aaty pta ni q,1
2187,ashutoshb aamaadmiparty yadavakhilesh sanjayazadsln jhasanjay arvindkejriwal bjpindia bhaiwaise s,1
2188,spread joy give friend shot win amaz pc,2
2189,love extra confid i day i ovul like baaki times i like i amaz,2
2190,tuahasohail shirishi shoaib akthar nae rashid latif ki nae tuaha sohail chutiye sirf videos,0
2191,tarekfatah o budher bhosdi chudwani gadar tery maa chodo kuty maa final bacha maa paish kia,0
2192,kapildelhifc kapilsh kapilsharmak tkss fc kapilfans kapilfans kapil fc kapiluniverse isko kha hasne bimari jygi,1
2193,nooffence aps asi quot ummed nh emaan sbka ak rozay b sb rkhty hein celeb hein janwar nhe,1
2194,amitshah narendramodi congratul amitji apki systemat mahenat parinam,2
2195,sreebasu listenshahid bahut fikr haito funer pe,2
2196,ashokgehlot are exam pend clear karao juli august,1
2197,rahulgandhi haar sirf wajahse santo taklif dene karan tabhi maja aara ha ta paran,0
2198,imrankhanpti main mar bache samny polio wala zehar de skta america trf hame dhaki,0
2199,pichale din mob linch shanti dooto hindu mar news al takiya tahat,0
2200,rt vellibandii haan tm jese transgend gaaliyon haqdaar bta tweet kb ayegi k acc report kro biya htt,0
2201,incindia are sare spokesperson kyu hata deye month k leye muh dikhane layak kya election pahele bahot fudak,0
2202,shoaib jatt abhi sb baatein nhe krni chahye pakistan ka imafe kharab horha aqal kam len shoaibmph,0
2203,rubikaliyaquat incindia rubika ji bhout badiya sach bolne ho mahan anchor ho aapke,2
2204,roflmast dineshredbul japan patrakar imandar jabki nukber beiman chor communa,0
2205,umeirab waalakum salam prayer khosh rahan jetee rahan,2
2206,sharmaprachi varshu offical ritz roop iam prash deep deepika dazzl snehal prakashachary,2
2207,world cup modi jitega,2
2208,therealpcb train big joke haris imam team kush salta,0
2209,yawarkh cowbeltwala kabar khod profit nunu check kya havasi khada,0
2210,hrithikrul cant wait trailer toofan khelenge,2
2211,congress den iftar party navratri congress ne upwa vrat kholne esa ayojan,0
2212,rt niche ankho ankh kajal ji tag usko suit thewittydoctor da humorbom,1
2213,ashishray vivekoberoi log hein bandey openli free vote dete paisa deke pvr mvi,0
2214,mohansinha uske bete bataya result may,1
2215,fahadmustafa aijazz faysalquraishi jerje bhai glass admi appki pic,1
2216,aishadee ayyy happi pride month lgbtq honey you are valid you are loved you deserve the world,2
2217,mohammedhanif if i call u chutia fake account u becom chutia what nonsens argument,0
2218,kapil arpit tarekfatah uthao saale ko hmoindia sir kindli get brat airlift shift tihar,1
2219,rahulgandhi agar bjp walay dalal bolti h rahul gandhi congress presid bne rhe taki fayda,1
2220,reeshi farrukhzx yeahhh sunli bhaiya hamesha tarhn best creativ voic,2
2221,sherryontopp aur taali thukwaega chakke pappu harwa diya jahan jahan gaya state saaf kara diya,0
2222,hiii ashton so if u see tweeet pleas click follow button make day happi,1
2223,saintrampaljim nostradamu predict saint rampal ji maharaj worldvictorioussaint the great chyren honestli reform h,1
2224,tinkerbell sseher shine nicky rajeevthukr aapka message padha now miss,2
2225,rt miss universe wo khty kuttay dun kabi sidhi apka b hal bhai,1
2226,begum there one alreadi someon made aur banane common dp,1
2227,rt hero ayushmannk anubhavsinha sayanigupta mdzeeshanayyub zeestudio zeemusiccompani incred a movi right time,2
2228,tarekfatah who shakal kissi bandar sy kmm sarfraz mamlay support krtay dosro k ball pakro,0
2229,yad modi firaun zyada zalim aur mosa qaum zyada mazlom magar allah rah,0
2230,mookerje indus div bdutt ye bengal bheji momta bano pagalpan ilaj pahunchi peer,0
2231,nawab zadii dosti far better muhabbat jb one chor k chala ha tou dost yaad ata ha but,2
2232,alimohammed chahaatsrking captain sabka din ayga,2
2233,takeonedigit he real muslim jisne dharam majhab oth kar kaam,1
2234,hebafathi beingzehraaa alizajf iamsidra khushbooparvee meerab asun nahi way apki love,2
2235,amitshah sbhi bjp mp ko hardik subhkamnaye party pure bahumat jiti hum mehant rang lai sirji apse niv,2
2236,bngbswfhmer dilipratnu tarkeshwarpatel tarekfatah humra media indian media humary hisa,1
2237,vikasbha tum dalal ho sale chutiye dalai hay yo jake bjp talbe chat new channel hoke,0
2238,anjanaomkashyap congress jeeti evm jeeti evm khrab logic congess nowday,1
2239,dear sirpareshrawal wish mani mani happi return day may god bless love sh,2
2240,ashwini dhadw iipalzz a ritual tradit need correct kanyadaan derogatori practic it,1
2241,patel bbchindi cpbhai esa lgta jese hinduo jaan kadar aravind kejriwal cricket,1
2242,rt keshaboinasri homeministeramitshah it great see chanakya indian polit next home minist we hope amit,2
2243,kapilsharmak sir apse milna chahata i big fan,2
2244,sheikhsafina koi fraudi ga corrupt support kern maryamfraudi,1
2245,tree yeee boiii one big threshold im proud u,2
2246,sureshpprabhu pmoindia narendramodi sir we appreci work thank serv achchha,2
2247,rt shahidh mnimalik sub pakhtoon tarha sochtay kuch tabqay haain pakistan takleef hay ptm anp char,0
2248,narendramodi bohut bohut subhkamnaye sir we alway you pride,2
2249,he eid mein taiyaar hone ke baad khud ko kaala teeka laga lena she kyun he main nahi chahta tumhe kisi ki n,1
2250,kehte khaana khilaana neiki aiyye ramzan milkar thori neiki for everi follo,2
2251,lilsam spursoffici tumhare comment koi credibl ayeshivani worldnotobaccoday,2
2252,sajidkhan rssurjewala muslim modi virodhi modi ne sal muslim virodhi,2
2253,rt pawanda manishr ha ji purn parmatma kabir parmeshwar ham ko satlok jayenge,2
2254,good morn gurmeetramrahim papa ji plz bless sewa sumiran parmarth bal bakhshna ji dhan dhan,2
2255,forpav jindrapavel wasp lastchanc wambudambu p ty zd enty j vzor,1
2256,rt imashcabr watch past present perfect kdrama brain keep look eng sub hahahahahaha hindi maiwasaaa,1
2257,dispositionari cutehindu alia pjkanojia fromlahr jo sambhal inko,0
2258,fatahbhutto v good pic my great sir hero ap us khobyon waja aaage geo hero,2
2259,listenshahid well done commit like salman serious u r set,2
2260,rt rahil rukhsarafridi dear ruksar ji he muslim plz bjp bano hindu muslim rakhne,1
2261,saynotodollar pakistanio jago ge aik hafte men turkey apne mulk bohran nikal hy kio nahi,1
2262,sitamarhipage aapki prayas sarahniye hme aapke fb page madhyam khabar milti,2
2263,geriii epidur hurt terrifi needl lmao okkk,1
2264,fujiga trialteamhrc ma creew slm new super heppiiineeesss dan sllu ceria dan slm,1
2265,jeewan umashankarsingh tmne congress saare video asli jo elect time pe circul b,0
2266,hater kha buddhe ko world cup squad me le liye h me bc agr dhoni jgh tumko khilate to centuri mar lete kya,0
2267,raul khan umra yr aur desh azaad thhaa fir ghonchu british raaj yaa,0
2268,s mahajanls medam s mahajanls ham aapko miss karege lok sabha chalaya pyar shanti us,0
2269,rt bollywood tiger jo ahmedabad kaa errorerror kar unko th june video photo se theater bahar kaa craze,1
2270,gangapuram kishan reddi ji you shown your metal modiji yogiji bound harvest support all sanatan b,1
2271,iqrarulhassan amnakhani wah wah happy birthday bahiya birthday b asa wish h mention wa,2
2272,addysimple maderchod modi khutta uski maa choot,0
2273,iavinashsharma baat jeetne haarne common sense public saamne nautanki pu,1
2274,anayafatimaa iammafiaa madherchod rundi twitter sister maa gaand faad,0
2275,rt boxofficeindia tujhekitnachahnelage ft shahidkapoor advani kiara kabirsingh sure make feel love loss lon,2
2276,naa idhar gal udhar gal guruofficial karange seedhe dildigal ithe link vich video,1
2277,mujhe maloom ha maa mujhe yaad krti hoo meri kabr mitti p aasun bahate hoo faisal,2
2278,abbassfr budget pass jaye ga har rola dalag ga budget ki vote sey deir pehlay opp,2
2279,snake truth virkanni bbhuttozardari wah wah oxford mai billion donat dakhla lekr bani,1
2280,he said dadmom much support herei miss me don cri baby you,2
2281,skimthecreaaam pucha pocarick anunaaa jusko yung namin ang bagal excit na kami mage offici tita,1
2282,manakgupta narendramodi rahulgandhi manak ji congress change congress din bjp neta birod,1
2283,adityarajkaul sushmaswaraj ji minister koee koee payega she endear,2
2284,aaliaaaliya azharmahmood confid ch ti isey cwc pakvseng pakvwi,1
2285,manakgupta elect badha btaya accpt bar elect commiss media bewakoof bnaya h janta,0
2286,swrrli i ravi kumar nd registr gmail account disabl nd rrb gr joinin,1
2287,gautamgambhir sir congratul kamal humesha kichad roopi politics mei khilte rehena we love u jai hind,2
2288,rt hmvaghela worldvictorioussaint duniya ke sabhi mashhoor bhavishaywaktaao bhavishaywani taaranhar parm saint rampal ji maharaj ji,1
2289,shatrugansinha narendramodi modiji hoyein aj jeet apka vajud modiji khamosh hog,1
2290,koko matshela timeslive abb world major elec eng compani undertak rbn contract,1
2291,g annaji naralokesh shame talk like condol post,0
2292,you stop th grade rd garad employe recruit kya apke paas planitne bade popul k,1
2293,kranti majorpoonia abe chotiya media chawal prime minist suna ga bu phir tujha hi,0
2294,aajtak dollar naam chlta bohut bkvas krte dhyaan dete aajtak bst world,0
2295,nomad soul iamthedrift peaceforchang pakistan ki land harrapne khabees mafia armi vote chori kr k z,0
2296,rubikaliyaquat is stand voic muslim commun wrong miss call u ur bjp mem,0
2297,modi bs ashoswai bangladeshi separatist aur urbani naxali saar uthake naacho idiot blind modi hater,0
2298,kicchasudeep ur absenc highli felt mama luv u alway may th wil,2
2299,best bayan mard ek zada shadi q video by farhat hashmi daa tv,1
2300,manakgupta piyushgoyal piyushgoyaloffc narendramodi wo rpf wala pakka tmc congress support ek suppor,1
2301,klrahul imkuldeep hardikpandya yuzi chahal kya aae h kya achi batting,0
2302,khawajamasif agr e bra chor tod lanat hae sb saaj hukumaton ous ihtasab kr,2
2303,kam onli mention darta bc,0
2304,rajsthan mang sachin pilot ko cm bnane lekr tej gyi or yhi karn btaya ka h rajasthan election bhi sit na,1
2305,sahi jaahil haar maanta behes chahe ghalat i quit khush rahain bheyi,2
2306,miss atal ji beech garv narendramodi,2
2307,waseembadami aj o clock pr jana politician ki list shamil kr dia jaye ga,1
2308,dpradhanbjp kirantishapand narendramodi heartfelt congratul on behalf familyi chanda devi,2
2309,prof hariom narendramodi swarajyamag ye saagein saktein kyon aasmaani kitaa,0
2310,narendra modee great world leader happi secound turm priminist radhakrushna ranpise nation presid all,2
2311,rt patrici realdonaldtrump you do nothig spot consum drug not either chanc law migrat worst man,0
2312,majhie mee dhan pic fake locat police track karlegiuska problem report acc,1
2313,gauravbh itsrohitsardana bhatia ji dangal program btaya tk bjp gov a ke uper stand kyo clear kr pai,1
2314,ch manzoorahm zahidghanbhir geo ch saab great slap face aawaz bradford uk taq pounchi hay dil khush k,2
2315,rt uniqu lover happy birthday sister impoojainsan ji saint dr msg insan ji bless max sewa simran parmarth lifestyleti,2
2316,paranjoygt sanjayuvacha it serv remind jnu produc best talent field the tukda brigade lie beyond jnu,2
2317,maryamnsharif randi leagu k plant judg rangay hatho pkray gaay gener ni bacha skay tum bhurwo phansi ge,0
2318,rt sonytv tonight full love laughter so readi wit fun tune thekapilsharmashow tonight pm kapi,1
2319,congratul priminist narendramodi god aap kalyug bhagwan kalki aapse achha kabhi,2
2320,best chappal award confirm kamaalrkhan wait tummeriho ye movi bht achi kamaalrkhan,2
2321,anupampkh gautamgambhir na asli mudde bolege bolne na krege krn,0
2322,jm scindia scindia g aapse baat karna ha,1
2323,gurmeetramrahim dhan dhan satguru tera hi aasra good morn papa ji pita ji hum sab par hmesha apni,2
2324,abhinavdawande arey mg tech mhanlo mandatori aahe interview la asa shud criteria,2
2325,ekto muskurate bhut sharmate bhut dil aaplogon eid pr bolaun,2
2326,dineshyadavmp dineshmishranbt chowkidar hatalo elect hogaya and u lost bhagwan likha mitane,0
2327,dangchick america is great countri and always great countri think way fumig,1
2328,rt sethmey ok glennhowerton what pick best episod peopl watch effort saveapbio bingebio,2
2329,ahfoodie tusi bi ak song lover hy,2
2330,anwarlodhi muradsaeedpti mashallah je zaror ik love pakhtoon love pak army sun dhush,2
2331,rahulgandhi sahab zyada tweeter kijiye bahar garmi tabiyat kharab jaegi je,1
2332,rt flawlessbt birthday girl dress first pictur felt awkward cover face,1
2333,worldjat or chai land cruiser se chalta is level laate rajneeti,0
2334,rt iamsrk bhai phir jiyra chakna choor thank u big boss beingsalmankhan great even start zero love,1
2335,mr pm narend modi ji bjp adyaksh sh amit shah ji loktanter es bade parv jeet,2
2336,manakgupta priyankac qu desh bada paltu or ss remov kajriwal ji naam dalo,1
2337,kushal mehra yes thi true unfortun offici becom lakeer fakeer deriv fun harass,0
2338,madhumishra narendramodi rajnathsingh nitin gadkari nstomar pmoindia amitshah bjpindia great sabka sath,2
2339,preetibchopra kam karne walon ko zatuk fark padta ravinderbhan agre i suppos,1
2340,i laugh sob stori like vote trump i regret oh fuckin well bitch fuck you you vote,0
2341,rt msufisaint majli sufi khwaja moinuddin chishty ajmeri r duniya sirf manch bharuch saal majalis kitab din pad,1
2342,rt nt ur bae everi school time love story mai bndia bndy dekhty chip ur lunch wgera thusna bnd kr deti jissy att,1
2343,sandeeplaw kareena kapoor khan hindu,1
2344,manniy,1
2345,ghar maasi speak better believ hous maid speak better maryamnsharif,0
2346,rt vijaysh dr shrikant veri nice pakistan bhukha nanga,0
2347,rt art hyuei kh trio ready gala dinner imo kh hairstyl better kh lol where think go kingdomhear,1
2348,mcdandyandy sr chep btsport mine bit better first half far,1
2349,shabaash stoke buss tarhaan world cup jeetna england iccwc,2
2350,anandsinghcho sk shafiq iski gaand fati h sale darr danga v pate qk h modi h gaa,0
2351,tinka yes shit i go one,1
2352,ashutoshb log anti modi pro modi naaro uthkar kaam baat debat nikal leti kr,1
2353,sushantsinghra bhosarike suwar goo sunna tantrum industry meh abe behen laud film,0
2354,be shupriya incognito river mateey aapke ashirwad ss koii abaad barbaad radhemaa,1
2355,narendramodi dil naman ji realli inspir aawaj karoro aawaj aa,2
2356,rt ramcharanonline birthday wish beauti kind heart ipravallika garu may have special day fill joy,2
2357,rubikaliyaquat you effici anchor program continu deterior ab dekhne himmat nahi,0
2358,nonanaina erbmjha it pleasure aap tweet karati padhata ha baat jarur,1
2359,rt rishi muni rjdforindia abe chara chor party nautanki scamster,0
2360,vijaygoelbjp mcd worker ka paisa rok sochta jeet to bda bewakuf,0
2361,tajinderbagga bc dene jotishi ho aur unemploy jo year n,0
2362,rt tanfezkarzai irfanjunejo bar mehenga eidi aapka reply thank alot good wish guruji,1
2363,imkasam insan neenad thanx sweet lovely dii msg papa bless u dhan dhan satguru aasra welfarebydssvolunt,2
2364,e sarwa neharuaa patane laga desh bhakt aazadi ladai ladd e saala aiasi laga,2
2365,deshdrohi kutte mai niptungaa betaa meri nazar door rahanaa teri bhalai betaa harami salaa desh gad,0
2366,rt pablocarrozza llevalo al tottenham de pochettino la isla maciel te aseguro que sale del vestuario ni reconoc el campo de ju,2
2367,juz surat saad ayah prophet suleyman alayhi assalaam one favorit prophet mani reason,2
2368,rt mukeshjrao rememb atalji word histor occas smritiirani mam hope like cartoon modisarkar modisw,2
2369,tsrawatbjp badhai u r congratul everyon aapko badhai dete day till next electio,2
2370,kissi the og babangida tanko yawamonoo congrat,1
2371,in kanjroon match fee daini aur din england reh rahey us kharcha bji j,0
2372,incindia sadme bahar congress balo kmse km sharm kro doob mar jao desh bhrosa tumhe,0
2373,jo slam jwab b w trah dety request ap jo bomb bna rhy pehly bna mai furst jawab dena,0
2374,aajtak inse puche isi join humse puch ya bapu modi go,0
2375,thekunwarkhan muslim vote bjpindia ghanta they r differ come appeas muslim bc,0
2376,bc kuch sad post share krte h fb kholte depress daal dete h,1
2377,vikashk bilkul gandhi famili bina congress haa r jit chalti rehti h manmohan singh ji,0
2378,ex cricketer sikandar bhakt teri aukat pakistan team judge jada aapko judge mat,0
2379,rt seyiamakinde ramadan season merci period encourag make posit chang live as m,2
2380,manzoorpashteen unhumanrights un amnesti cij icj tu b kutte bcha bbc,0
2381,ghazalahumayoun kaptan mah inhein zaleel hy sare chor mill bethe inko bhol gay,0
2382,piya fernandez miss youu moree youu soon,2
2383,jaruri raat baki teri baat baki milne aas baki khawabo duniya baki aur maa sacchi saas ba,0
2384,a lesbian love stori break typic ladkaladki binari delhi stage time india,1
2385,evm banegi bjp sarkar,2
2386,kunalkamra tu tension mt bhosdike jldi arrest custodi bawa,0
2387,oye begum hathi pm khwaab they arre teri b b udh gayee doh bungalow gurudwara rakab gan,0
2388,rt btvi dilawar khan mumbai auto rickshaw driver hail azamgarh uttar pradesh give free ride peopl head work,1
2389,shivmsinghania bbtheorist hindi problem marathi padha dein but divid india teach regio,2
2390,matiullahjan officialdgispr yeh subject ni tm br fauj punish ka procedur tou hme,2
2391,appoo curryputtar sarkar swati unfortun tdp cbn not ntr,1
2392,rt niilexi agya koo would perform song better,2
2393,kapilsharmak krushna kas happy birthday krisna app hajaro saal jiye kamna,2
2394,his buttni wese b kam lykin phr b nosheen ahmad zummii itx churail his buttni nam,1
2395,happy birthday resul pookutti my filmy duniya help line no resul pookutti,1
2396,garv mayankdeshmukh aamirkhan quirkyind benarasiyaa uppolice logic,0
2397,nareshsoni bollyhungama iamsrk phir likhte chu chapt log,0
2398,hamidraza isaadawais jaan bojh haare wc pressure haarne matlab ga,2
2399,omarabdullah sugar pakistani kutte mera bus chale pakistani musalmano goli maar du india,0
2400,foodi akanksha belier aditi ek jhoot kia ta tbi muje umid ti comment ki without tag bi,1
2401,unixnag incindia sorri bjp joot goondagardise elect meet la aadath hey bjp character badalna aasaan hey,0
2402,hamaare chunnu babau modi ji bade fan jo inhone request modi ji,2
2403,bprerna hindu kahlane layak sanskar tumko mata pita ban gai,0
2404,abdal abdullah ssp twitt mai bina moble bhavishya tere sister banne sale saab,0
2405,mubarak aapko shree amitshah ji desh umeed hein umeed sabki ummedein karen,1
2406,lagta aap poll hai bjp walon ulta,0
2407,done realm pro gb book today flipkart raat nind nhin,1
2408,mr ez panther m ghunikhan abe sale teko gandi mauat marenge atankvadi,0
2409,mayukhrghosh cr sweet indian sastanga namaskar suprem great sri aurabindo ji,2
2410,south africa without steyn shareef keya hovey bangali badmash ban gaye chase cwc savban,2
2411,tahirqadiry noorjahanakbar mani congratul noor jaan i wish long happi marri life i kn,2
2412,beingsalmankhan aisa lag kaise kahun kehne unginat baatein saans aa,2
2413,hope gone side unka batsman hope jeetne hope pakvswi,1
2414,uska reply finail pee,1
2415,ankushmourya atifgujjar gauahar khan fat gyi kalbushan chor deta dil behlane khayal ghalib,0
2416,jab khushi kharab kartay appnay zoom rehtay howay nikal ata situat,1
2417,anuragkashyap anubhavsinha right way made point make hatke trailer mo,1
2418,rt n love angel cute kapilsharmak angel with sweet mummy n beingsalmankhan subh ratri priyee ninnikaangel,2
2419,meerattariq you great sens humour aur tareef,2
2420,muhamma youtub tseri pakistani nall darte humse chehra lagate profil pic,0
2421,zinariya we best time katsina start daren sallah parent fri meat cook soup,2
2422,imrankhanpti aaj pakistan wasim akram vajah pakistan bada dushman imran khan,0
2423,yeh nahi june world cup postpon jayegaa bhai ka stardom,1
2424,rt belyk pakistani pakistan bhar khawaten kiya waseem akram challeng,1
2425,rssurjewala badhta h badhne tum time sasta h chakkar desh h ye daal nahi n,1
2426,jannatmirha cuppycake fizafat subha allah mashaallah,2
2427,evm rahulgandhi congress win evm ok congress loos evm wrong kya chutiyapa chutiyon,0
2428,nitin gadkari narendramodi amitshah bjpindia jai hind hardik subhkamnaye best leader beauti team write,2
2429,rt utpalkumarghos rambaburss mhqqnslesnlp jai shree ram jai bajrangbali har har mahadev,2
2430,narendramodi modi ji jaiye aasirwaad aaiye ghotalebaaz guiness secur ltd md kamal kothari jai,2
2431,rt reellifeprodn aithey aa becom shaadi anthem year can thank aitheyaasong bharat thefilm beingsalman,2
2432,gulbukhari bc qaid e azam k bd sambhali ks dharti tm chor politician ne,0
2433,chitraaum narendramodi janmat samman iss word aar saalo satta sawal phir v,1
2434,rt deva good thought preced great deed great deed preced success have great day believe gujarat goodmorningworld inspir,2
2435,sanjaygobind kyon vikas muddopar baat chalegi shehzade pappu incindia saalon chori ghotale,1
2436,rt divinajayy i miss feel heart skip beat someon special text sighhh,2
2437,umashankar khad ajay good morn ji bohut khub,1
2438,tehreemmmh aap feminist tou ham racist saktey geniu rel yesterday i told j,1
2439,bigbos babubasu kyo kos kbc kuch logo select trp kharab jayegi aap,1
2440,rt iamhiralrana hello ahmedabad pleas spread much amithpanchal falgunivasavada dholakiyapratik could pl,1
2441,maryamnsharif oye bhagori model town hisaab jaga siasat khelte dead bodi spare kerte ghatya,0
2442,bjpindia yr sirph modi jayse neta ghamand chur neta bhastachar,0
2443,good even sir p m narendra modi ji i know person red ration card take profit thi,1
2444,gauravbh ye bjp spokesperson aur modiji kauf ab tutiye congress harane spokesperson ka yogdan,0
2445,drkumarvishwas aap nikle halaat dhobhi kutta ghaat or k,1
2446,wardulhijaz rangoli a tere kutte self awar aur educ auraton sikhayenge sharam,0
2447,sambit patrag srbachchan imramkunwar sambit apka jaan khatre shayad niklye,1
2448,arey waah amravati great citi opposit shift amravati mumbai year back,1
2449,rt kashif says good morning bachoo kaisy,1
2450,lyninatalagi etaena oi fakalofa pihia ti koe toka f f e fekau haau mogonei how exam hope went well,1
2451,narendramodi mere pariwar taraf bjp pariwar sadashyo hardik subhkam,2
2452,i love ambareesh annaji i miss annaji,2
2453,nt grlnxtdoor haha follow back karneke sochega lol,1
2454,rt manishp amitshah sir jeet lye badhyi lekin soorat huaa usme app ne fire,2
2455,jlagu pramodchturvedi asadowaisi asad bhai alway avail peopl either meet offi,1
2456,lkanath iishgroup rajeev mp vmbjp surendranbjp janamtelevis asianetnewstv jai modiji jai rss,2
2457,ani asadowaisi lagta pagal hogaya modi ji piche pada gai mansh khake dimag thikane p,0
2458,legendmusic ani asadowaisi kisi baap jagir legendmus uthaya chang virodh,0
2459,ravishndtv ndtvindia prannoyroyndtv madarchod randi sulad suwar maa behan beti chode tumlg sudhrog,0
2460,meaindia vichar swadeshi drsjaishankar congratul best wish hope follow peoplefri,1
2461,nightriderbauaa srk stylish danc b brabar proper physiqu dhoom flop karwa,0
2462,rt jamesvoltaire kung saan masaya support,1
