id,text,label
504,tamam students ko inform keya jata hai k jin student ka midterm exam marks ki waja se paper fail hai wo jalad az ja,0
505,bhik mango bjp se tum log ab garib ho chuke ho .. bhik mango hindu se agar bachna chahoge toh .. ghamand chhod,1
506,iss ss me appy ne kahi nahi bola ki cr akki ki wajah se na hi koi akkian credit maangta hain au,2
507,no1 maa me kyu itni jaldi kar rha hai bsdk .. tere baap ne uss raat itni jaldi nhi ki hoti toh,1
508,to all salman's fans .. get yourself treated this eid .. bhaijaan is coming with a blockbuster .. salman kh,1
509,sutzu the weregarurumon and gin ones are a blessing their feet are awesome you did a great work with all an,2
510,band baja to ab bajne wala h mai to months k baad unlogo ki talaash mai nuklunga jo ye bol rahe h,0
511,sorry pr ese video dekh kr woh bhi hafte m gussa aata hai jaha tk ba,2
512,sharam se doob maro kambakhto ye tabdeeli hai lanat ho aisi tabdeeli pe,0
513,electricity aani bhi nahi chaiye tere jaise kalmuhe ke ghar pe ..... nahi to fir se gandh failane lag ja,0
514,th info k-town jay park hit-boy,1
515,is kam ke bad bhi to election me ja,0
516,kuch yaadei behad khoobsurat hoti hai i love you thank u for all this beautiful memories,1
517,toh aur kasi hoti hai hum ne toh future bhabhi achi nanadon ki tarah koi pahdda nahi karwa wa,2
518,shame on you ... plagiarism kartay pakri gai ho aur chali ho phd karnay ... nikkamay aur naalaik log,1
519,god bless u dennis i wish u recover well from your mental illness most negative and chutiya,1
520,sir g kahen sharab ke nashe me hi notbandi me anchoring to nahi ki thi na dhund ne par khuda bhi m,0
521,wo tabhi ho sakta hai jab pappu apni apni maa apne baap aur jijaji ki naajaayaz samp,2
522,just tell me what do you want to achieve by giving birth to whole cricket team btw use,1
523,antar atma ko bech diya hain jab tak beijjat karke bhagaya nahi jata tab tak nahi hilega lekin rahe,0
524,aap bjp se nahi lad rahe the ap pure desh k sath lad rhe thesainiko ko nicha dikhakar jo,2
525,aap log opposition main ho kisliye tweet karne se dal sashti ho jayegi itni haar ho chuki hai frvi samajh main,1
526,bilkul sahi he nirupam kyunki congress ke paas kuch nahi bacha ab to ja ke bolege bhi kya galiya,2
527,ji apko sabse pahle badhai ji me eak school director hu lekin aaj mera school band ho gaya he me,2
528,mere perents hamesha majdoori karke meri har khvaish poori karte hai and mene kabhi unke chehre par gareebee ke,1
529,bahut bahut badhai dada aap ko v or modi ji ko v hum saty kk sath chale or jite v,1
530,yoonmin fed us so much today a really beautiful day for yoonmin shippers we living our best lives right now,2
531,nahi chahiye kg gas cylendar main bhi scientist modi sahab ki tarah naale ki gas se chai pakoda ban,0
532,yeah it looks like they work in a kitchen at a diner hotel or something too but all of you are so cute,2
533,acha hai borhi sahi laikin apne khandan ki orat ko maidan main laya ali wazir ... warna tou abhi tak p,0
534,insan1 dhan satguru tera hi aasra happy birthday dear kasam msg papaji bless you,2
535,ek chehra hai jo mere ankho ke samne baar baar aati hai early to morning mera dil ka sukoon tha o,1
536,saale sitiyaaabaazi ki kiye tinder hai .. twitter nahi,2
537,bahut hi pyara ekta ka sutra hai is bahut bure logo,2
538,in congressio ko tere baap ke khoon ka hisab dena hoga amethi me congress ne sabse jyada julam kia ab,0
539,modi govt chahati hi nahi ki padhai karre,1
540,yun to kehne ko teri rah ka patthar nikla tune thhokar jo laga di toh mera sar nikla ek woh shakhs tha jo phoolo'n,2
541,jub tak burayi k khilaf ladoge nahi thab tak tum sahi ya haq wale sabit nahi hoge haq ushe nahi kahete jo batil ko,0
542,mp or rj mein aapki sarkar hai ... aap kitna de rahe hai government madat kar sakti hai pal nahi sakti ... kisan bhi,2
543,i love bena this pic is from mirboo north during the week,0
544,pakistan kutta nahi ho sktakutte waf,0
545,rathee lo aa gye ye gaandu andhbhakt khud ka job gaandu modi ne ek tho job nhi,2
546,citizen's portal part (2) for example aik aam admi jab wapda ki shikayat karta hai yoh osay sub division or divisi,2
547,app mein yehi tho kemi hai sir app hemasa hi dalit jatti ke name per kertha ho but a,1
548,mere liye emoji meri zindagi sabki jaan good looking dukhi aatma attitude mehfil ki jaan matlabi flirty,0
549,ki bar bar duhai dene wali kyu se chunaw krwate hai jb ke me se chunaw,2
550,har party me hai upper naa sahi neche par hai jarur phir bhale vote bank ki rajniti ke liye ek dusre par k,2
551,jaha b jao har taraf bharat hi bharat hai is dafa all time blockbuster ka tag lagna chahiye or inshaallah lgy ga,1
552,atal g ne shi kha tha modi g ne unhe vipaksh m bhi nhi baithne diya,1
553,ek din sabko jana hai aapko bhi jaane k baad desh achhe se yaad kare aisa kaam kare sirf ram ka n,0
554,in abe ooo ... itna hi desh prem tha to accidental prime minister pakistan me kyu release kar,1
555,aaj hi toh official khel shuru hua hai ..... civil code etc etc ... we are coming for you !!!!,0
556,jab teri maa ko uthaane keliye jab abhinandan ko bheja tha india ne tou wardi waale he thay jinhu ne us,2
557,this some cute shit right hurrr i love jackson and xuxi s friendship,0
558,truthis can you describe about national language yes hindi is india's national languag,1
559,bihar ka doctor ka hal ye hai ki midecen dukandar deta hi nahi h,1
560,life jhand hai jcb ki kudi badi mast hai,1
561,eid mubarak flat off on purchase of above rs /- use coupon code khadi20 flat off on purchase of abo,0
562,hindu rastra ki ghosna ki jay .. aur kashmir ka problem solve ho ye public demand h baki ami,0
563,jai sri ram jai ganga maiya jai bajrangbali,2
564,okkkk this made me so happy i can t wait to graduate next year use this in my classroom,2
565,ab shuru me imad ki prfmnce achi thi ok na is lye fvrt ur fr bd me khrb hui ab roz thei na bnda apne fv,1
566,your best sushma ji aapne videsh mai bharat ka man badhya just like every daughter who wish that his,0
567,vipaksh evm ke bajaye apne sansado pr diyan deti to aaj ye nobat na hoti tb to vipaksh ke sansado ne,2
568,surya love u sir this is the right way to shame this anti-national scum and wagale u r ask,2
569,how jj would be happy and proud to see his grandson !! sighhh may little junaid continue to carry the torch in hon,2
570,sir hamare desh ke system me ese kuch laws lagwaiye jisse desh ka harr insaan kam se kam,0
571,chapter of my fun little car show au is up we geet a little angst a little plot and some solo boy drama,0
572,ye kuchh ulta sidha bolanewalo ka jara bhi dhyan nahi dena chahiye ye sirf samy barbad karate hai inlogo ko des ya,2
573,sir apko modi ji k nam par vote mene bhi diya but apko pata h ki jo nota ka,1
574,very nice lines dad bt dad arz karta hoon kya khona h kya pana h sab yahi chhod ke jana h na tera,1
575,it's ok jo hua so hua abhi sahi waqt nahi hai badme dekhenge filhal support nahi karen,0
576,ye india gandhi ka nai h .. nehru ka tha .. ab hmlogo ka h gandhi se aajadi ke bad congress ko bhang karn,1
577,kya ap meri madad kar sakte hai mere gao me rode nahi hai jabki sal se bjp yaha jet rahi kya ham bjp ko apna vot,2
578,baat congress ko bachane ki nahi hai bjp aur sanghi soch ko jad se ukhad fekne ki hai jan,1
579,uditraj is bat ki jyada nolleg tumko lagti h tabhi to bolne me bilkul bhi sarm nhi,1
580,khasta to bilkul nahi rehta balkay quetta me garam aur taaza naan khane ka concept hi nahi hai logon me .. thanday n,0
581,pak will come back strongly in sha allah ye khel hae ise khel he rehne dein bhaio koi ni haar jeet khel k,2
582,can you answer miscalculated votes on each seat one vote matters hai aur apne dhji,1
583,hme ye smj nhi aata kya ye muslman aalag planets se aaye h ye bhi to ensan h are jab tak es desh me e,1
584,aapko bahut bahut badhayi aapki beti k achche marks aane k liye mehanti papa ki mehanti beti aur a,1
585,them360 jabh sarkaar aap ki bhe shadi ho jayegi aap ko ptaaa chal,1
586,congratulations ji matrimandal mein apka swagat hai or loksabha tv par bhi !! kripy,2
587,great person of tha world shree narendra damodar modi apko bahut bahut badhai aap desh k,0
588,tu saale ko minat me khtam karne ko bol or tum,1
589,pujya guru ji ke vachan h ki pap julam ki kmai insan ka s,1
590,mumbai ko apne baap ki bapauti samajne wale ki election mein candidate utarne ki aukaa,2
591,manniyay pm bihar cm bjp rastriyay adhyakch amit sah aur sabhi desh washiyo ko india ki jeet ki hardin hardik su,2
592,hai ye tadpan hai ye uljhan kaise jee loon bina tere meri ab sabse hai anban bante kyun ye khuda mere,0
593,teri maa ki gaand hai kia dono tarf sab ki maa ka bhosda hot,0
594,neel bhai .. aapko janamdiwas ki haardik badhaiyan .. bhagwan aapko sehatmand rakhe aur aapke k,0
595,congratulations sir what a great achievement sir apki twaja aik ahm masly ki trf dlana chahta hun k,1
596,iske bare mai aapko kya kehna hai,0
597,isme party ko mention karne se koi fayada nahi iss mansikta ke log har jagah h sabse peh,0
598,aap sabhi ko hamari tarf se bahut sari subhkamnaye,1
599,love u dhoni sir aap hamare jharkhand hi ke nhi balki pure desh ki shaan ho aaj aapne fir dikha diya ser sika,0
600,gud morning sir this is janaki ambedakar nagar jahawar nagar ps my father s saranga pani suicide on10 at31,1
601,jaise ki hamare gaon mein lalpur lohar basti mein ek transformer lagai gayi hai saal pahle jab,0
602,wo to hai hi ye sale atankwadiyon k yaar hafij masud jiosama ji wale party or khandan se .. sale rahul chutiye atank,1
603,man don't these ppl have any shame begherat afghani bc visas aur jobs k liye inhi p,2
604,ghoonghroo seth good joke aur juth mat boliye sir ab sahan nahi hota,1
605,kuch aisa kro sirji aapki entry dhamakedar ho desh k rastrawadi logo k dil me aapke lie jyada pyar and de,1
606,hope for the best bata pa kayo para magligawan crush crush muna hahahahahaha luvvv bothhhh,2
607,sone ko jaane se pehele entertainment keliye bahut bahut shukriya,2
608,uski kahaani jitni hai chatpati utna alag hai uska andaaz kya hoga jab uski pehchaan banegi uski awaaz,1
609,tu phir inn police waalon ko saza se kyun bachay gya wahan police k jaanay ki,0
610,saale gutter chhap kaudi k dalllle patrkaar tere jaise harmiyo k karan kulbhus,2
611,param aadarniy modi ji ham jaunpur jila me bjp korean justine v modi ji korean dubai pm banane k j li,1
612,dear opposition ke leader toh ban jayoge na .... regards aapka entertainment ka ek saccha fan,0
613,bharat mata ki jai vande matram jai shri ram,1
614,long overdue better late than never an excellent choice by shree ji congratula,1
615,good morning my rockstar papa ji plz bless me more sewa sumiran parmarth ka bal b,2
616,let me help you fix your goal nahh i m good,1
617,ajib suar ki aulad h saala ... ye tune likha hi kya h or kyu likha h ... no doubt congres,0
618,sir ji kyu public ko bewkuf banate ho aaplog sara loan diya aaplogo ne agar bhaga,0
619,english nahi ati ..?? bass yehi halat tum logo ki congress aur owaisi jaise chew tiyo n,1
620,rod yaha a soothing lo-fi track hope you can enjoy it,1
621,style __ aditya ye saale chutiye hn,1
622,abe o bahar nikal kis bil me ghus gaya ??? azadi nahi chahiye kya desh ke naye home minister azadi d,0
623,jaihind just now watched movie kesari can say only one thing sikh ke naam par dhabba hai sidhu iss ek ak,2
624,me aaj baarish aayegi hamid auto driver sir aapki baat sach hui to kal free mein station chhod doonga,1
625,ali9 tere chowkidaar ki tarah nahi woh jo har,2
626,rahul gandhi ji me ye to hai ki unhe keval satta ka lobh nahi kharab performance par istifa diya lekin bahen ji a,0
627,et haan mujhe bhi abhi aaya tha after i cancelled my ola ride i heard the caller sayin,1
628,chooseright good afternoon guru g bless us and give us power do more nd more sewa sim,2
629,are yar is journalist se badiya sale pakistan ke journalist hote h ..... kitne b,0
630,n koi shonk nahin lekin aaj se roj likhunga jai shri ram radhey radhey jai shri r,2
631,ye lo bhai modiji note ban se nakli note band hoga hua kya aatankvaad khatm hoga hua kya fake currency worth r,0
632,meet the best notanki bahu of the year,0
633,when she knows your actuall size he inside aj ye chor police ka khel khatam hua hamara raaz khul gaya she hay,1
634,ka aaj bhi bura hal karena kya ..... kuch to socho ambiyapur me is train ko khata karke kai ghanto tak nhi ch,1
635,ek bjp hai log sweksha se mantri pad ke liye mana kar de rahe hain aur ek congressi hain,1
636,sir you are a very good human being aapko jeet ki subhkamnaye hum delhi wale ab dobara g,1
637,arushi shine glows bnane wala kamine,0
638,i no kids get tat hit man ur beautiful need tat on ur face ur beautiful love u hj hc love u,2
639,good morning pita ji thanks for the new day pls bless me sewa sumrin and parmarth bakso ji,0
640,sir first of all aap ko badhayi deta hoon jo aap wapas jeet ki aya ummeed hai ki aap cror logon,1
641,shri ram bhakt hanuman ki jai jay siyaram jai hanuman jai bajrangbali jai sankat mochan hanuman ji ki jai ho maruti,1
642,desh me jitne bi ngo hai une jel me sadavo ye ngo jentta ka seva nai karte ye ngo desh durohi kaam,1
643,ye aag kab bujhegi,1
644,thinker sharma thinker ye andh namazi ki kartut tum advertisement kr rahe ho andh namazi log,1
645,i hate how demanding and desperate he is just to find any dirt on deji no matter how bad it is the girl,1
646,i love you so much jeon jungkook you are amazing !!!,0
647,ab behtar yahi hoga ke pakistan ko apne match scotland ireland zimbabwe kenya aur uae ke saath khelne chahiye,2
648,kashif aur tum jo moot peete they unt ka wo kya hai .. bakre bakri bhed kutta suar ka pichwada mal yani,1
649,lag ja galy k phr ye haseen event ho na ho k shyd phr is janam worldcup ho na ho,1
650,ye hafiz masood authorised kutte hai ye tv channels wale ki,0
651,ye to sab chahte he congress rahe au rahul gandhi inhe yun hi entertain karte rahe ye congress ke voter,1
652,is ko tu bolny ki bhi tameez ni apny baap ki umer waly ko kaisy mukhtib krti hai agar tameez hoti tu ap,1
653,{7} hiii i saw your pinned tweet i love your cute nails !! anyway i love to know you more because we barely in,1
654,mileya mileya jigar sariya priya andrews and rekha bharadwaj a god tier song i'm so in love with this,1
655,bhai aj me apny q kia tha na niagarafall kahn hn mujy es ka ans es leya pta tha bcz apgy,0
656,dil bharta nahi aankhen rajjti nahi chaahe kitna bhi dekhti jaaun khan,1
657,,2
658,tu wohi chutiya hain naa .. jo foot foot ke roya tha ... abki baar tere gaand mein jhaadu khos ke mor ba,1
659,our bebo beauty queen comes back with a bang in her dance india dance show as the super judg,2
660,inc,2
661,ho gayi suruat new india ki ye nafart yahi nhi rukegi,1
662,tm kon hoti ho chor ki chor olad pakistan ka pesa lot kr kha lia pakistan ko neelam kr dia pakistan,2
663,mai janta hu kyu mood kharab kyuki inme se koi nahi pahucha furnel prayer meet me rishi ji ne to,1
664,** me on date with crush ** crush which is your favorite song me bade aache lagte hai cr,0
665,india walon ko tatti k ilawa kisi ki fikar nahi hai washroom banwalo phir tatti krna aese har jaga gand nahi p,2
666,hehehehe just finished a project i ll probably present it on friday maybe monday have to be up at aka hours,0
667,/05/2019 re sri harold klemp yes we are soul and soul is a spark of divine love mahanta -- rewar,1
668,__ rishabh bc tum bhakt itne chutiye kaise ho sakte ho kal ko tumhare ghar jalaane se pe,2
669,ab khud hi dekh le apjiske irade itne kmzor hai k thodi si problem jo nirankush srkar dwara dhai gyi haiuspr apne,1
670,hum sala kitana bhi achha tweet kare koi sala like tak nahi dete aur aise bhs ree ki londiy,1
671,ye dharam ke chalane walon ne likha hai iska univers,2
672,sir hamri uni mei bhi hec and peef scholarships k funds rok diye gaye hein thori c nazar e karam is traf,1
673,neha pant ji aaj bhi aap sirf modi support kar rahi hai aaj ji ne bahut s,0
674,may ko rahul gandhi ki press conference suni bahut jaldi me they laga ki natijon ka ilm unhe pehle hi se tha,2
675,kapil sir world best comedianaap aise hi sabko hasate rahe aur aap ka sho,0
676,america ne ek trf iran s dosti tudwadi aur ab humse import krne ko b tayar nhi dotarfa mar pad rhi h,1
677,keep such biased opinion to yourself don't bother others nobody cares jai shree ram jai shree ram jai s,1
678,congress party aur opposition party valo ne tum jaise feku bhakto ka pehle se boycott kar diya hota t,1
679,panboy ++ and btw super love ko si ashley silang dalawa ni tan kasi napaka pure nila hehe hi,2
680,khelne ke liye maidan ki nahi zaroorat hai toh sirf junoon ki,1
681,compound intrest rs agarwal part ke video jaror dekhe jo log kocing ki pees nahi bhar sakti bo log parfition ac,2
682,well done ma'am apke jaise logo aur khas kr apke dhrm se aise logo ki bhuy jrurt hai is d,0
683,nobody literally no one katrina i love anushka,1
684,ind yeh aapki soch hai swayam ji waise aap ki aur aap ki soch main zyada farak nahi lag r,0
685,is he hindu ??? to phir modi ko to use jarur bachana chaiye kyuki ek hindu aatankvadi kaise ho sakta hain,0
686,me hindu left se naraj the par bjp pe bharosha nahi kiye aur congress ko muft me vote mile,2
687,like if you think is the best goalkeeper in,1
688,sir ajaydevgn'ki takshak movie ka yeh song mujhe ek alag hi duniya main what a song,1
689,jai hatkesh aapko or aapki puri team jo desh ke ke nagrikon ki sewa mai tatpar hai unhen meri taraf se,1
690,kaun hai plzz ek name bta do jo congress mein ho and i will say rahul is very i,1
691,aur aaplogo ko iss sarkar mein khubia hi khubia nazar aa rahi thi wah-wah wah-wah ab pachhtaye ho,1
692,are aap log dono ne agar bjp ka sath diya to kyu lad rahi ho or,2
693,bharat main neta dhannaseh ban jata hai desh main pm cms ministers ban behe hai university,1
694,nafrat ki duniya ko video song haathi mere saathi rajesh khanna tanuja,2
695,modi aane ke bad agar koi kam karana hai to is kutiya ko jail bhe,0
696,tum vote apne experience pe dete ho ya jo sunte ho ?? mai vote apne experience pe hi doon,0
697,good luck kk humesha ki tarah aasamaan se aage nikalna !!,1
698,namaste sir dehradun uttarakhand ka ek th class ka student hu sir me apka biggest fan hu ap hames,2
699,ye hamrey desh ka aaur desh ke logo ka saubhagya hai ki aap jaisa desh bhakat pm hamko and hamrey desh ko mila for,2
700,congratulations for your big victory hindustan ko aisa hi pm chahiye jo desh ko bulandiyo par le,2
701,aaj ka din hum writers ke liye hai is liye sare writer bhaiyo ko bahot bahot mubarak,2
702,shame shame on these policemen hamara samaaj kidhar ja raha hai hamare sanskar kahan kho gaye,2
703,kaha pahuch sanaki ke pass use dekh ke lagta hai kahi heartattack se na mar jaaye set pe hi kahi bjp chun,1
704,national jo muslman iss suar ke chhakkar me padega kebal barbaad hoga sala naya jinna banega bhol,2
705,sirjee i m a big fan of urs ... plzzz predict abt delhi assembly election .. ur prediction is so amazing for,2
706,aap dil se nek inshan h or sabko sath leke salte h pr bjp ne apko anti hindu ki tarah represent kiya h,1
707,really breaks my heart to see my cousins whom i grew up the closest with weep they're so strong pakde passed away,0
708,much love to my brother from a different mother for introducing me to a bucketful of new friends,1
709,priyaranjan yes it is very good idea is vry competent leadr a,1
710,hiira mandi ki pedaish agr koi acha hospital nahi banaya tha to private hospital se serious c,1
711,good ache bipakh bane janta ko bekuf na samjhe mudda desh hit ho to janta sat,0
712,education aur iq to teri hi pata chal rahi he likhavat par se iss se jyada a66a to hamare yaha ke bach,1
713,break free ___ ye ladkiyon ka bada hi galat kaam hai .... first they order a different drink than their,0
714,already booked tickets for first day first show,0
715,sharma sharma ji mai aap ko ek im,2
716,dear mam jai shree ram is not only a sentence it is full of emotion full of respect this is,0
717,ji sarkar lakin is crack down ka koyi faida nahi hota,1
718,sir jo siyasi daku he jaise nawaz shareef zardari enko aise tareek pe tareek deke chor dete k,1
719,jinhe milna ho || status || mohabbatein,1
720,ek hi nara ek hi naam jai shri ram jai jai shri ram cc,0
721,ap bhi bohat bholy hen ye ghareeb log ko itny pesy to kabhi nahi de,1
722,against me jo jis layak hota h aisa nhi ek chor ko samne wala c,0
723,agli baar se congress ki aukat sirf sabke vote katne ki reh jayegi jaise is baar up me kaate hain inc,1
724,if you feel connected rt now,0
725,sitaron ke khwaab dekhne waalon humne chaand ko paida kiya hai merry christmas to you all,2
726,shame on you mamta aur kitne masoom logo ki hatyaaye karogi kanoon n sambidhan k,1
727,agr is na mulke pakistan ki awaam ka pasa chori nahi kia tu isko azad kar dy or agr a,1
728,narender modi ji ko jeet ke hardik subhkamnaye desh ne unke liye bahut kuch kiya ab unke bare hai kuch krne jo de,0
729,outstanding looking bhau god bless you all the best,1
730,kangana aaj apki manikarnika dekhi aap sach me jhasi ki rani lag rahi thi you are my best actress,0
731,mein bhim army ke sansthapak chandar shekhar ajaad ji ko sadar pardam kata hu aur mein kahana chahat,2
732,com bc decide ker lo aal e sauds are killers or saints .. jb wo pakistan aya tha to saron be do c,1
733,happy birthday bro rab hamesha khush rakhe meri umar v lag jawe tenu,1
734,morning friends morning and day ahead sri akaal manjit ji bles,0
735,hamare sheher mein sach baat kehne wala hee har ik nazar mein sazawaar kuch zyada hai poetry ejaz hussain fakhi,0
736,numaira mein ne ye nahi kaha k ye jhoot ha but just for the sake of izaat only as female no,0
737,awaaz sir you are claiming credit when or stocks hit your target but when mcleod russell like cases you,0
738,desh ka bantadhar kara ke rahoge,1
739,aaplog jaise broker politician ka dukan ab close hi samje ki lalu ke beta ke through rajsabha aana hai nahi to nave,2
740,__ om om government ko se zayada baccho valo ki sari suvidha band kar deni chahiye nhi to ink,1
741,bhosde bhadwe madarchod modi apna kaam karega randwe wo bhadwa kisi k marne par khush ho,2
742,teri ammi randi ne kya tha tujhe msg mansoor ali bhan k lore lanat tere jaman wale din te,0
743,retweet for this king din intizar k baad raaj ho ga bollywood py salman khan ka,0
744,adarniya modi jipehle aap ko hardik abhinadan desh ke pm ke liye umid karta hoon ki aap agl,1
745,yogendrayadav modi sarkar ko pichhade vargne pm banaya hai ke bad abi gav me bijali pohchi hai toilet bane,2
746,manak gupta is bjp ka sabse bada kutta .... bhokne ke sivay kuch nahi aata hai ... bhasa ch,2
747,jitega toh india hi,1
748,congratulations ji our very own prime minister on ur such a super winning my year old daughter is,1
749,today is a very auspicious and a glorious day as our beloved pm shri ji is taking oath for the second,1
750,this voice lag da nai man minu rab di qasam,0
751,sirji hmlogo ki sarkar bn gayi ye darshata hai ki yogyata ayogyata se nahi har sakata ab sirji,2
752,__ tu kaun hai ye aur batane ki jarurat nahi hai tere mai kitni himmat hai ye bhi batane ki j,1
753,ramadan mubarak ki sehri buht buht mubarak ho to all muslims ..... remember me in your prayers ......... al wida w,2
754,pakistan ki aulad sale kanhaiya kumar tere ko bhi goli marunga behen chod tere jaisa gaddar sale ham,1
755,lol i dont want i just want a life ... happy life excuse me aage se left fir thoda chl ke right then,2
756,bjp ko vote on muslim mahilaon n purushon ne diye jinko yojnaon ka fayda milaya m,2
757,no one jobless only congresi and rahul gandhi is job less all are doing there job koi bhukha nahi sota a,2
758,humare desh k bachoon ko aboard jane ki jarurt hi kyun padhegionly for good job good salary isn't india worth tha,1
759,went to t nagar today to watch aladdin and guess what i watched the trailer for lion king times and,2
760,bachpan mein suna karta tha .... ki chudail safed saree mein aati hai aur ram ka naam sunkar dar jaati hai cha,2
761,dekho tumhe me didi nahi bol sakta kyunki tum rakshak nahi rakshashi ki tarah logo ke s,2
762,tv debate par ane ki tum logo ki aukat hi nahi hai tumhara party president hi muh chupa ke,2
763,ab ak bar ni ham bar modi sharkar janta ke javab de diya ki kaun chor h aa gye desh ke chaukidar namo madi,1
764,bharat mata ki jai bharat ke sbi voter sapotr ka kot kot dhanvad jino ne modi ji bjp men visvas kita ate vdi jit,0
765,mbharat love your mom and dad because maa baap sabke kismat mai nhi hote hai jiski kismat mai m,0
766,mujhe to koi problem nahi hai kisi language se par jab hindi wale apna supremacy dikhane lagte hein to g,0
767,bato se nhi lagta ki tum hindu musalman nhi manteagar nhi mante to,1
768,waise bi tumhare jaise journalist unko bezati karne ke liye tu bulate rahe ho bjp ki dalali karo a,2
769,happy birthday skipper of our knights ... india ko nagin attacks se bachane wale ...,1
770,sabhi sansad apna apna karm kare phal ki chinta n kare sab ka sath sab ka bikash sab ka visvas vija,0
771,just look at the mentions kitni ghatiya mentality hai agar use monk banne me koy problem nahi hai to hum kon hai,0
772,aur ko world cup se ban karo to acha rahe ga shyad,2
773,bhakt2 nahi yaar .. congresiyon ne desh barbaad kar diya saalon mein .. modi ji akeley ke damn par,1
774,aap wada kiye the jb aap cm bne agr aap god k sachche bhakt h to apko us god ki kasam aap imandari se faisla kijiye,1
775,ek to aurat jaat dusre muslim aur karela pe neem chad gyi kyoki wo padi likhi khud ke pairo pe khad,2
776,prdhan mntri shri narendr modi ji aapko or aapke samst sathiyo mantr mndal ko hardik shubh,2
777,good morning pita ji pls bless me sewa sumrin and parmarth bakso ji,2
778,abhi film kahin bhi release nahi huyi aur yeah bhai sahab ne review bhi de diya,1
779,talhaa ye lo kr di bakchodi .. yaha modi pakistan ko kutta smjhta hai,0
780,news happy ramjan to all of you,2
781,lines jab koi sach bole to sab kehne lgte h we live in secular country huminity sabse aage,0
782,kashyap achha kam ap bta do kya hota h jb hmare logo aisi hi berahami se marte h,1
783,hehehehe love u mr lindo u are so cute n goofy n talented,1
784,zee news is best bt only ji ki vajah sebaki sabhi anchor ki bhasha awajstyle,0
785,modi ji dobara pradhan mantri banne par aap bahut bahut shubhkamnaye pathak hanuman mandir avm samast bharat was,2
786,ya is lia aise book kyu k ya introductory book because hamara yaha choti clases ma compute,1
787,khlo you are such an inspirational and amazing person i just love you you are one of the reason,1
788,mungerilal ke sapne hain acharya ji you are so intelligent and logical but you are riding wrong bo,0
789,you have worked for sabka saath sabka vikas everyone's support everyone's development now sabka vishwas every,1
790,happy birthday sister ji saint dr msg insan ji bless you for max sewa simran and parmarth,0
791,shame on you bjp ke akal se gadhe workers joo desh maie gunda gardey karne par,2
792,kash vavijaan bulati hum to kabhi na kabhi aapki nayi movie bharat dekhenge vavi ki liye film hit,0
793,ksr hindu pakistan me minority hai waha unki halat kya hai ye sabko achhe se malum hai,0
794,ase to har insan rail me khinlone aur anek vastu bechega suraksha ke lihaj se ye thik nahi he koi k,2
795,ye to shukar h jo bjp le gai warna ye harami gathbandan k sath hota tabhi to kaha ja raha tha,1
796,badi mehnat se internet se dhundh kar le aaye mere sawalon ka jawab to diya nahi aapne au,1
797,enthai ki phati hoi gashti randi ki olad ho tum jo her fitny fasad ko phealati ho jan bojh kar alla,2
798,chor ka nazriya chori hai bs ... lanat ese nazriye par,2
799,with love chor bolo with love beech bolo with love maut k saudagar bolo with love bic,0
800,manak g aisa nahi hai sabse zyada nafrat bjp me spread ki hai country mein they missed used media int,1
801,hopkinton s abby jaye wins individual crown in south golf qualifier,1
802,aap there is no such thing as gun violence do we say knife violen,0
803,re madhar chod to mandir me tu koun sa sahi kam karta hai bachxi ka rep k,1
804,dalle ab jo bolna he bol de k vichar bhi badal gye may k bad to tere jese dallo ko kon pucheg,0
805,surya koi aur show kea kyu nhi aate hai aur comedy show aaye kyu flop hogaye kyu kapil ka h,1
806,bataiye raahat saab ko hi raahat nahi hai .... kuchh di,2
807,rathee jai hind jai shri ram or sun jai shri ram bhale hi mat bol lekin bharat mata ki ja,1
808,dekh n aa sale reli to bahut hi bindas kar raha tha idhar ladai bhi bahut bindas karvai sale idhar a,1
809,lekin itne kharab result se kuta bauna harami handsome suvar singh etc ka gussa,2
810,bhai ka din hi kharab hai aaj pehle chappal chori ho gyi new delhi railway station per khane pahucha to irctc cant,1
811,you are beautiful looking very beautiful i want to friends ship with you my name raza bhatti i leve in,0
812,dwara mantri mandal mein shamil hone par hamari aur se bahut bahut badhai shubhk,0
813,u of l uk and horse racing plus lots of preps packed inside we re back for more cards baseball today state trac,0
814,kumaraswamy it's like a boy wearing a shirt tucked in only from the back side ... some one asked new fa,1
815,waah ji aapke dost log,0
816,i love you so so so much you re so strong funny and beautiful always protecting me you i have been marrie,2
817,sir ... jeet ki bahut bahut badhai .... aapse guzarish hai ... k aur kuch nai par kam se kam .. begusa,2
818,sub haram khoor hain aur in ko select karny waly andhy kuti k bacho is tarah to gown gali k bachy b ni khilty,2
819,sagivj1 good morning sagi akka and priya happy morning happy sunday adv h,2
820,afvao felnane se sachai nahi badalti jo dard ke palo ko jiya hi nahi usse jara sa dil dadkane se hakikat nahi ban,0
821,we think when government will change then condition will automatically change the answer is big no we,1
822,jo hua achha nahi hua yesa dubar na ho isaliye baki logo se vinti h bacho k saadhan saat me jarur rakhe,1
823,congratulations to our pm aise hi aage badkar sari yojna ko pura kare hamri subhkamnaye apke sath,2
824,gangi vochardhara wale tum jaise log is samaj me rhne layak nhi ho dub maro apradhi,0
825,pan i'm a huge sinner i'm friends is my fav show i want cheez-whiz humor is the way t,1
826,confession chaiye but milegi nahi pata hai mujhe writers itne meharban nahi hone wal,1
